time_temporada_id,team_long_name,season,saldo_medio,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,cluster
Sporting Charleroi_2015/2016,Sporting Charleroi,2015/2016,-0.1,60,53,48,50,48,39,48,49,4
Sporting CP_2009/2010,Sporting CP,2009/2010,0.5333333333333333,30,30,55,60,55,30,30,30,1
Sporting CP_2010/2011,Sporting CP,2010/2011,0.3333333333333333,50,35,65,65,35,55,45,50,3
Sporting CP_2011/2012,Sporting CP,2011/2012,0.7,53,56,67,68,69,52,49,54,2
Sporting CP_2013/2014,Sporting CP,2013/2014,1.1333333333333333,53,56,67,68,60,52,49,54,2
Sporting CP_2014/2015,Sporting CP,2014/2015,1.1176470588235294,55,56,42,50,55,60,60,54,3
Sporting CP_2015/2016,Sporting CP,2015/2016,1.7058823529411764,57,56,42,50,55,60,60,54,3
Real Sporting de Gijón_2009/2010,Real Sporting de Gijón,2009/2010,-0.39473684210526316,70,55,65,50,70,70,70,55,2
Real Sporting de Gijón_2010/2011,Real Sporting de Gijón,2010/2011,-0.18421052631578946,68,53,67,51,65,58,51,55,2
Real Sporting de Gijón_2011/2012,Real Sporting de Gijón,2011/2012,-0.7105263157894737,51,43,68,61,44,36,60,39,4
Real Sporting de Gijón_2015/2016,Real Sporting de Gijón,2015/2016,-0.5789473684210527,55,50,62,59,38,45,54,41,4
Napoli_2009/2010,Napoli,2009/2010,0.18421052631578946,70,30,30,35,70,50,70,45,3
Napoli_2010/2011,Napoli,2010/2011,0.5263157894736842,50,35,65,65,50,50,70,45,2
Napoli_2011/2012,Napoli,2011/2012,0.6388888888888888,60,50,65,65,50,45,55,50,2
Napoli_2013/2014,Napoli,2013/2014,1.0,68,52,68,69,53,44,57,53,2
Napoli_2014/2015,Napoli,2014/2015,0.4864864864864865,72,34,76,66,73,61,59,39,2
Napoli_2015/2016,Napoli,2015/2016,1.263157894736842,53,37,68,54,67,47,57,53,2
FC St. Gallen_2009/2010,FC St. Gallen,2009/2010,-0.08333333333333333,35,60,35,55,55,50,55,50,3
FC St. Gallen_2010/2011,FC St. Gallen,2010/2011,-0.9166666666666666,47,55,47,54,56,49,55,48,4
FC St. Gallen_2013/2014,FC St. Gallen,2013/2014,-0.2777777777777778,52,48,39,39,37,40,41,52,3
FC St. Gallen_2014/2015,FC St. Gallen,2014/2015,-0.2222222222222222,52,48,39,39,37,40,41,52,3
FC St. Gallen_2015/2016,FC St. Gallen,2015/2016,-0.6944444444444444,52,48,39,39,37,40,36,52,3
St. Mirren_2009/2010,St. Mirren,2009/2010,-0.34210526315789475,70,70,70,70,70,60,70,70,2
St. Mirren_2010/2011,St. Mirren,2010/2011,-0.631578947368421,48,48,52,48,48,43,44,51,4
St. Mirren_2011/2012,St. Mirren,2011/2012,-0.3157894736842105,60,75,62,45,60,50,48,40,4
St. Mirren_2013/2014,St. Mirren,2013/2014,-0.5,42,43,47,46,60,53,49,42,4
St. Mirren_2014/2015,St. Mirren,2014/2015,-0.9473684210526315,58,70,62,56,61,50,49,41,2
FC St. Pauli_2010/2011,FC St. Pauli,2010/2011,-0.9705882352941176,60,42,63,55,56,49,60,55,2
St. Johnstone FC_2009/2010,St. Johnstone FC,2009/2010,-0.10526315789473684,70,50,50,50,50,30,70,30,4
St. Johnstone FC_2010/2011,St. Johnstone FC,2010/2011,-0.5263157894736842,67,48,47,47,54,33,47,37,4
St. Johnstone FC_2011/2012,St. Johnstone FC,2011/2012,-0.18421052631578946,57,57,46,48,38,42,38,52,4
St. Johnstone FC_2013/2014,St. Johnstone FC,2013/2014,0.15789473684210525,60,58,48,49,38,44,42,56,4
St. Johnstone FC_2014/2015,St. Johnstone FC,2014/2015,0.0,56,57,47,49,40,40,40,52,4
St. Johnstone FC_2015/2016,St. Johnstone FC,2015/2016,0.07894736842105263,62,48,47,49,40,37,48,55,3
Sint-Truidense VV_2009/2010,Sint-Truidense VV,2009/2010,0.0,50,50,50,50,50,50,50,50,3
Sint-Truidense VV_2010/2011,Sint-Truidense VV,2010/2011,-1.0333333333333334,53,53,48,52,53,46,46,46,4
Sint-Truidense VV_2011/2012,Sint-Truidense VV,2011/2012,-0.9666666666666667,52,55,52,55,47,32,40,41,4
Standard de Liège_2009/2010,Standard de Liège,2009/2010,0.14285714285714285,53,40,55,55,65,70,70,65,2
Standard de Liège_2010/2011,Standard de Liège,2010/2011,0.4,68,66,53,66,63,59,47,66,2
Standard de Liège_2011/2012,Standard de Liège,2011/2012,0.3333333333333333,75,70,55,58,60,45,60,52,2
Standard de Liège_2014/2015,Standard de Liège,2014/2015,0.3333333333333333,54,62,55,58,60,45,54,52,2
Standard de Liège_2015/2016,Standard de Liège,2015/2016,-0.3333333333333333,54,62,55,58,60,45,54,52,2
Stoke City_2009/2010,Stoke City,2009/2010,-0.3684210526315789,65,70,70,70,55,35,70,35,2
Stoke City_2010/2011,Stoke City,2010/2011,-0.05263157894736842,50,80,30,70,35,25,65,50,4
Stoke City_2011/2012,Stoke City,2011/2012,-0.4473684210526316,75,75,40,72,55,50,58,45,2
Stoke City_2013/2014,Stoke City,2013/2014,-0.18421052631578946,75,73,59,61,38,32,37,41,4
Stoke City_2014/2015,Stoke City,2014/2015,0.07894736842105263,48,55,51,57,37,38,40,41,4
Stoke City_2015/2016,Stoke City,2015/2016,-0.3684210526315789,48,49,51,59,49,44,37,51,4
Sunderland_2009/2010,Sunderland,2009/2010,-0.21052631578947367,60,70,70,70,55,35,70,35,2
Sunderland_2010/2011,Sunderland,2010/2011,-0.2894736842105263,55,55,55,65,55,45,55,65,2
Sunderland_2011/2012,Sunderland,2011/2012,-0.02631578947368421,67,62,44,72,59,47,53,60,2
Sunderland_2013/2014,Sunderland,2013/2014,-0.5,57,66,56,31,72,47,52,49,2
Sunderland_2014/2015,Sunderland,2014/2015,-0.5789473684210527,60,61,56,44,58,41,38,53,4
Sunderland_2015/2016,Sunderland,2015/2016,-0.3684210526315789,43,51,59,50,55,47,45,49,4
Swansea City_2011/2012,Swansea City,2011/2012,-0.18421052631578946,26,24,62,39,57,48,58,60,3
Swansea City_2013/2014,Swansea City,2013/2014,0.0,41,39,36,42,44,52,58,57,3
Swansea City_2014/2015,Swansea City,2014/2015,-0.07894736842105263,63,34,34,51,36,51,58,54,3
Swansea City_2015/2016,Swansea City,2015/2016,-0.2631578947368421,45,42,34,36,55,31,47,42,4
CD Tenerife_2009/2010,CD Tenerife,2009/2010,-0.8947368421052632,30,30,45,30,65,50,30,45,1
FC Thun_2010/2011,FC Thun,2010/2011,0.1388888888888889,51,39,54,46,31,37,34,46,4
FC Thun_2011/2012,FC Thun,2011/2012,-0.08823529411764706,58,35,67,32,66,47,45,53,4
FC Thun_2013/2014,FC Thun,2013/2014,0.1111111111111111,58,35,67,32,66,47,45,53,4
FC Thun_2014/2015,FC Thun,2014/2015,0.05555555555555555,58,35,64,36,66,47,45,53,4
FC Thun_2015/2016,FC Thun,2015/2016,-0.25,58,35,64,36,66,47,45,53,4
Torino_2013/2014,Torino,2013/2014,0.2631578947368421,71,36,37,72,53,39,46,52,4
Torino_2014/2015,Torino,2014/2015,0.07894736842105263,76,64,64,72,53,39,34,52,4
Torino_2015/2016,Torino,2015/2016,-0.07894736842105263,69,36,37,69,53,39,46,52,4
Tottenham Hotspur_2009/2010,Tottenham Hotspur,2009/2010,0.6842105263157895,70,50,50,65,50,50,50,50,4
Tottenham Hotspur_2010/2011,Tottenham Hotspur,2010/2011,0.23684210526315788,60,55,70,70,70,30,40,60,2
Tottenham Hotspur_2011/2012,Tottenham Hotspur,2011/2012,0.6578947368421053,44,47,52,63,61,43,44,51,4
Tottenham Hotspur_2013/2014,Tottenham Hotspur,2013/2014,0.10526315789473684,42,46,45,58,68,63,61,57,2
Tottenham Hotspur_2014/2015,Tottenham Hotspur,2014/2015,0.13157894736842105,41,38,41,59,62,58,51,56,3
Tottenham Hotspur_2015/2016,Tottenham Hotspur,2015/2016,0.8947368421052632,47,40,41,41,63,63,54,56,3
Toulouse FC_2009/2010,Toulouse FC,2009/2010,0.0,35,70,45,70,35,30,45,30,4
Toulouse FC_2010/2011,Toulouse FC,2010/2011,0.05263157894736842,65,50,50,50,65,35,55,50,4
Toulouse FC_2011/2012,Toulouse FC,2011/2012,0.07894736842105263,49,53,52,34,36,36,45,49,4
Toulouse FC_2013/2014,Toulouse FC,2013/2014,-0.18421052631578946,49,53,52,34,36,36,45,49,4
Toulouse FC_2014/2015,Toulouse FC,2014/2015,-0.5526315789473685,49,53,52,34,57,36,52,49,4
Toulouse FC_2015/2016,Toulouse FC,2015/2016,-0.2631578947368421,49,53,52,34,36,36,45,49,4
ES Troyes AC_2015/2016,ES Troyes AC,2015/2016,-1.4473684210526316,49,51,52,49,46,43,42,52,4
FC Twente_2009/2010,FC Twente,2009/2010,1.1764705882352942,30,30,40,40,65,30,30,30,1
FC Twente_2010/2011,FC Twente,2010/2011,0.9117647058823529,55,55,63,62,47,61,59,54,2
FC Twente_2011/2012,FC Twente,2011/2012,1.0588235294117647,25,28,44,68,37,62,68,67,3
FC Twente_2013/2014,FC Twente,2013/2014,1.0294117647058822,35,38,44,50,41,34,44,54,3
FC Twente_2014/2015,FC Twente,2014/2015,0.14705882352941177,38,34,63,65,37,44,41,55,3
FC Twente_2015/2016,FC Twente,2015/2016,-0.4411764705882353,48,43,43,58,39,44,41,55,3
Udinese_2009/2010,Udinese,2009/2010,-0.13157894736842105,64,35,30,50,70,35,30,55,4
Udinese_2010/2011,Udinese,2010/2011,0.5789473684210527,70,49,66,50,50,44,45,55,4
Udinese_2011/2012,Udinese,2011/2012,0.5,75,45,65,65,50,45,55,50,2
Udinese_2013/2014,Udinese,2013/2014,-0.2894736842105263,78,63,69,78,52,40,63,57,2
Udinese_2014/2015,Udinese,2014/2015,-0.34210526315789475,71,63,69,78,52,40,46,57,2
Udinese_2015/2016,Udinese,2015/2016,-0.6578947368421053,68,63,69,68,52,40,57,57,2
"União de Leiria, SAD_2009/2010","União de Leiria, SAD",2009/2010,-0.2,50,50,50,50,50,50,50,50,3
"União de Leiria, SAD_2010/2011","União de Leiria, SAD",2010/2011,-0.43333333333333335,50,50,50,50,50,50,50,50,3
"União de Leiria, SAD_2011/2012","União de Leiria, SAD",2011/2012,-1.0333333333333334,36,36,52,50,46,53,45,56,3
Valencia CF_2009/2010,Valencia CF,2009/2010,0.5,30,30,55,60,70,55,60,60,2
Valencia CF_2010/2011,Valencia CF,2010/2011,0.5263157894736842,41,40,56,55,64,40,48,54,4
Valencia CF_2011/2012,Valencia CF,2011/2012,0.39473684210526316,20,35,38,56,55,51,38,59,3
Valencia CF_2013/2014,Valencia CF,2013/2014,-0.05263157894736842,20,35,38,56,55,51,38,59,3
Valencia CF_2014/2015,Valencia CF,2014/2015,1.0,30,35,38,56,55,51,38,59,3
Valencia CF_2015/2016,Valencia CF,2015/2016,-0.05263157894736842,35,35,37,51,58,49,45,53,3
Valenciennes FC_2009/2010,Valenciennes FC,2009/2010,0.0,60,70,50,60,60,30,55,30,4
Valenciennes FC_2010/2011,Valenciennes FC,2010/2011,0.10526315789473684,65,50,50,65,50,45,45,65,4
Valenciennes FC_2011/2012,Valenciennes FC,2011/2012,-0.2631578947368421,49,50,51,60,61,43,57,51,2
Valenciennes FC_2013/2014,Valenciennes FC,2013/2014,-0.7368421052631579,49,50,51,76,61,43,57,51,2
Real Valladolid_2009/2010,Real Valladolid,2009/2010,-0.6578947368421053,55,40,45,30,60,30,65,30,4
Real Valladolid_2013/2014,Real Valladolid,2013/2014,-0.5789473684210527,55,54,58,73,41,51,50,60,2
Hellas Verona_2013/2014,Hellas Verona,2013/2014,-0.15789473684210525,58,63,55,57,61,47,59,63,2
Hellas Verona_2014/2015,Hellas Verona,2014/2015,-0.42105263157894735,63,48,39,54,55,31,47,37,4
Hellas Verona_2015/2016,Hellas Verona,2015/2016,-0.7631578947368421,57,38,39,54,55,47,59,52,3
VfB Stuttgart_2009/2010,VfB Stuttgart,2009/2010,0.29411764705882354,70,30,60,70,70,65,50,60,2
VfB Stuttgart_2010/2011,VfB Stuttgart,2010/2011,0.029411764705882353,64,48,60,62,56,45,56,39,4
VfB Stuttgart_2011/2012,VfB Stuttgart,2011/2012,0.5,50,42,56,66,48,47,44,43,4
VfB Stuttgart_2013/2014,VfB Stuttgart,2013/2014,-0.38235294117647056,59,41,58,66,65,47,52,38,2
VfB Stuttgart_2014/2015,VfB Stuttgart,2014/2015,-0.5294117647058824,54,53,60,56,48,46,54,40,4
VfB Stuttgart_2015/2016,VfB Stuttgart,2015/2016,-0.7352941176470589,59,41,58,66,48,41,44,32,4
Villarreal CF_2009/2010,Villarreal CF,2009/2010,0.02631578947368421,64,30,55,35,70,65,30,70,2
Villarreal CF_2010/2011,Villarreal CF,2010/2011,0.2631578947368421,42,41,53,38,70,50,48,54,4
Villarreal CF_2011/2012,Villarreal CF,2011/2012,-0.3684210526315789,20,26,43,57,58,51,51,56,3
Villarreal CF_2013/2014,Villarreal CF,2013/2014,0.42105263157894735,24,26,43,57,58,51,51,56,3
Villarreal CF_2014/2015,Villarreal CF,2014/2015,0.2894736842105263,35,35,43,57,58,51,51,56,3
Villarreal CF_2015/2016,Villarreal CF,2015/2016,0.23684210526315788,48,36,36,52,55,47,48,44,3
Vitesse_2009/2010,Vitesse,2009/2010,-0.7058823529411765,35,35,40,50,60,30,30,30,1
Vitesse_2010/2011,Vitesse,2010/2011,-0.5588235294117647,33,50,68,51,54,55,60,64,2
Vitesse_2011/2012,Vitesse,2011/2012,0.14705882352941177,37,30,57,42,56,42,54,48,3
Vitesse_2013/2014,Vitesse,2013/2014,0.47058823529411764,37,39,52,42,62,42,45,48,4
Vitesse_2014/2015,Vitesse,2014/2015,0.6764705882352942,53,32,53,54,56,42,54,62,3
Vitesse_2015/2016,Vitesse,2015/2016,0.5,57,48,53,37,71,60,58,62,2
Vitória Guimarães_2009/2010,Vitória Guimarães,2009/2010,-0.1,30,30,55,55,55,30,30,30,1
Vitória Guimarães_2010/2011,Vitória Guimarães,2010/2011,-0.03333333333333333,65,47,65,50,49,55,55,48,2
Vitória Guimarães_2011/2012,Vitória Guimarães,2011/2012,0.0,40,39,53,68,58,50,59,68,2
Vitória Guimarães_2013/2014,Vitória Guimarães,2013/2014,-0.16666666666666666,40,39,53,68,58,50,59,64,2
Vitória Guimarães_2014/2015,Vitória Guimarães,2014/2015,0.4411764705882353,40,39,53,62,58,37,40,64,4
Vitória Guimarães_2015/2016,Vitória Guimarães,2015/2016,-0.23529411764705882,40,39,53,62,58,37,40,64,4
Vitória Setúbal_2009/2010,Vitória Setúbal,2009/2010,-0.9333333333333333,30,30,60,50,55,30,30,30,1
Vitória Setúbal_2010/2011,Vitória Setúbal,2010/2011,-0.43333333333333335,50,50,50,65,50,35,55,50,4
Vitória Setúbal_2011/2012,Vitória Setúbal,2011/2012,-0.8333333333333334,56,42,54,52,52,37,37,58,4
Vitória Setúbal_2013/2014,Vitória Setúbal,2013/2014,0.0,56,42,54,52,52,37,37,58,4
Vitória Setúbal_2014/2015,Vitória Setúbal,2014/2015,-0.9411764705882353,56,42,54,52,52,37,37,58,4
Vitória Setúbal_2015/2016,Vitória Setúbal,2015/2016,-0.6176470588235294,58,42,54,52,52,37,37,58,4
VVV-Venlo_2009/2010,VVV-Venlo,2009/2010,-0.4117647058823529,50,50,50,50,50,50,50,50,3
VVV-Venlo_2010/2011,VVV-Venlo,2010/2011,-1.2352941176470589,50,42,50,62,50,38,47,49,4
VVV-Venlo_2011/2012,VVV-Venlo,2011/2012,-1.0588235294117647,41,52,48,60,47,46,55,54,3
Waasland-Beveren_2013/2014,Waasland-Beveren,2013/2014,-0.6666666666666666,62,53,50,30,54,30,49,35,4
Waasland-Beveren_2014/2015,Waasland-Beveren,2014/2015,-0.6333333333333333,38,39,29,30,39,25,37,35,1
Waasland-Beveren_2015/2016,Waasland-Beveren,2015/2016,-0.5666666666666667,38,49,45,42,53,27,32,35,1
Watford_2015/2016,Watford,2015/2016,-0.2631578947368421,61,52,54,42,45,38,52,45,4
SV Werder Bremen_2009/2010,SV Werder Bremen,2009/2010,0.9117647058823529,70,40,70,40,70,70,65,70,2
SV Werder Bremen_2010/2011,SV Werder Bremen,2010/2011,-0.4117647058823529,64,40,65,48,64,64,48,68,2
SV Werder Bremen_2011/2012,SV Werder Bremen,2011/2012,-0.2647058823529412,54,40,68,58,48,49,50,65,2
SV Werder Bremen_2013/2014,SV Werder Bremen,2013/2014,-0.7058823529411765,68,33,71,67,78,60,50,64,2
SV Werder Bremen_2014/2015,SV Werder Bremen,2014/2015,-0.4411764705882353,40,47,37,40,51,40,50,45,3
SV Werder Bremen_2015/2016,SV Werder Bremen,2015/2016,-0.4411764705882353,56,63,68,66,58,63,47,73,2
West Bromwich Albion_2010/2011,West Bromwich Albion,2010/2011,-0.39473684210526316,60,65,40,50,45,35,55,60,4
West Bromwich Albion_2011/2012,West Bromwich Albion,2011/2012,-0.18421052631578946,48,48,45,60,54,38,38,52,4
West Bromwich Albion_2013/2014,West Bromwich Albion,2013/2014,-0.42105263157894735,55,54,57,53,57,33,31,49,4
West Bromwich Albion_2014/2015,West Bromwich Albion,2014/2015,-0.34210526315789475,55,51,53,53,57,41,40,49,4
West Bromwich Albion_2015/2016,West Bromwich Albion,2015/2016,-0.3684210526315789,62,51,53,50,60,41,40,49,4
West Ham United_2009/2010,West Ham United,2009/2010,-0.5,58,30,31,70,50,30,70,30,3
West Ham United_2010/2011,West Ham United,2010/2011,-0.7105263157894737,35,35,30,45,45,45,45,50,3
West Ham United_2013/2014,West Ham United,2013/2014,-0.2894736842105263,72,73,61,74,32,30,37,41,4
West Ham United_2014/2015,West Ham United,2014/2015,-0.07894736842105263,72,73,68,71,32,30,34,41,4
West Ham United_2015/2016,West Ham United,2015/2016,0.3684210526315789,77,57,68,73,29,30,37,41,4
KVC Westerlo_2009/2010,KVC Westerlo,2009/2010,-0.21428571428571427,45,60,40,45,55,70,70,70,3
KVC Westerlo_2010/2011,KVC Westerlo,2010/2011,0.03333333333333333,34,52,66,48,53,48,59,67,2
KVC Westerlo_2011/2012,KVC Westerlo,2011/2012,-1.0,52,50,59,60,32,48,45,53,3
KVC Westerlo_2015/2016,KVC Westerlo,2015/2016,-0.8,52,50,57,55,32,48,45,53,3
Widzew Łódź_2010/2011,Widzew Łódź,2010/2011,0.23333333333333334,63,48,48,68,53,37,58,63,2
Widzew Łódź_2011/2012,Widzew Łódź,2011/2012,-0.03333333333333333,66,72,70,61,54,32,32,62,4
Widzew Łódź_2013/2014,Widzew Łódź,2013/2014,-0.8333333333333334,66,59,43,61,54,32,43,46,4
Wigan Athletic_2009/2010,Wigan Athletic,2009/2010,-1.105263157894737,70,70,70,70,50,35,70,35,2
Wigan Athletic_2010/2011,Wigan Athletic,2010/2011,-0.5526315789473685,35,50,45,65,50,45,55,65,3
Wigan Athletic_2011/2012,Wigan Athletic,2011/2012,-0.5263157894736842,38,38,54,42,42,40,42,44,4
Willem II_2009/2010,Willem II,2009/2010,-1.0,35,30,30,40,65,30,30,30,1
Willem II_2010/2011,Willem II,2010/2011,-1.7941176470588236,72,57,70,47,49,28,63,62,2
Willem II_2015/2016,Willem II,2015/2016,-0.5294117647058824,51,63,48,53,52,43,45,47,4
Wisła Kraków_2009/2010,Wisła Kraków,2009/2010,0.9333333333333333,40,35,55,35,70,70,70,65,2
Wisła Kraków_2010/2011,Wisła Kraków,2010/2011,0.5,67,48,53,63,67,58,47,52,2
Wisła Kraków_2011/2012,Wisła Kraków,2011/2012,0.1,25,25,32,72,50,60,58,61,3
Wisła Kraków_2013/2014,Wisła Kraków,2013/2014,0.26666666666666666,30,30,32,72,50,60,58,61,3
Wisła Kraków_2014/2015,Wisła Kraków,2014/2015,0.26666666666666666,47,36,36,53,66,60,66,53,3
Wisła Kraków_2015/2016,Wisła Kraków,2015/2016,0.3333333333333333,33,37,33,37,31,62,58,37,3
VfL Wolfsburg_2009/2010,VfL Wolfsburg,2009/2010,0.17647058823529413,65,45,65,60,70,45,60,50,2
VfL Wolfsburg_2010/2011,VfL Wolfsburg,2010/2011,-0.14705882352941177,65,45,65,36,51,58,47,66,3
VfL Wolfsburg_2011/2012,VfL Wolfsburg,2011/2012,-0.38235294117647056,54,59,67,56,48,38,40,45,4
VfL Wolfsburg_2013/2014,VfL Wolfsburg,2013/2014,0.38235294117647056,58,57,68,72,70,64,42,55,2
VfL Wolfsburg_2014/2015,VfL Wolfsburg,2014/2015,1.0,58,45,68,60,54,59,48,47,2
VfL Wolfsburg_2015/2016,VfL Wolfsburg,2015/2016,-0.058823529411764705,68,57,69,66,50,66,46,55,2
Wolverhampton Wanderers_2009/2010,Wolverhampton Wanderers,2009/2010,-0.631578947368421,70,70,70,70,70,70,70,70,2
Wolverhampton Wanderers_2010/2011,Wolverhampton Wanderers,2010/2011,-0.5263157894736842,55,55,60,60,45,45,45,50,4
Wolverhampton Wanderers_2011/2012,Wolverhampton Wanderers,2011/2012,-1.105263157894737,67,68,42,68,56,48,60,45,2
Neuchâtel Xamax_2009/2010,Neuchâtel Xamax,2009/2010,-0.05555555555555555,60,45,60,70,60,50,45,55,2
Neuchâtel Xamax_2010/2011,Neuchâtel Xamax,2010/2011,-0.6388888888888888,54,47,37,48,53,49,45,52,3
Neuchâtel Xamax_2011/2012,Neuchâtel Xamax,2011/2012,0.0,49,50,39,48,34,34,31,51,4
Xerez Club Deportivo_2009/2010,Xerez Club Deportivo,2009/2010,-0.7368421052631579,30,30,45,35,70,45,50,45,1
BSC Young Boys_2009/2010,BSC Young Boys,2009/2010,0.8611111111111112,55,55,55,70,60,55,55,60,2
BSC Young Boys_2010/2011,BSC Young Boys,2010/2011,0.4166666666666667,60,57,65,69,68,48,49,61,2
BSC Young Boys_2011/2012,BSC Young Boys,2011/2012,0.4117647058823529,52,69,39,70,46,44,34,50,4
BSC Young Boys_2013/2014,BSC Young Boys,2013/2014,0.25,52,69,39,70,46,44,34,50,4
BSC Young Boys_2014/2015,BSC Young Boys,2014/2015,0.5277777777777778,52,64,39,66,46,44,34,50,4
BSC Young Boys_2015/2016,BSC Young Boys,2015/2016,0.8611111111111112,52,64,39,66,46,44,34,50,4
Zagłębie Lubin_2009/2010,Zagłębie Lubin,2009/2010,-0.26666666666666666,55,60,30,40,70,70,70,70,2
Zagłębie Lubin_2010/2011,Zagłębie Lubin,2010/2011,-0.23333333333333334,54,37,48,38,37,47,58,52,3
Zagłębie Lubin_2011/2012,Zagłębie Lubin,2011/2012,-0.2,33,38,67,52,73,58,47,52,2
Zagłębie Lubin_2013/2014,Zagłębie Lubin,2013/2014,-0.3,33,38,67,52,48,58,47,52,3
Real Zaragoza_2009/2010,Real Zaragoza,2009/2010,-0.47368421052631576,30,30,50,35,70,40,30,45,1
Real Zaragoza_2010/2011,Real Zaragoza,2010/2011,-0.34210526315789475,43,40,46,38,42,38,40,53,3
Real Zaragoza_2011/2012,Real Zaragoza,2011/2012,-0.6578947368421053,34,23,53,56,57,51,46,61,3
Zawisza Bydgoszcz_2014/2015,Zawisza Bydgoszcz,2014/2015,-0.6666666666666666,54,40,67,49,52,44,47,52,4
SV Zulte-Waregem_2009/2010,SV Zulte-Waregem,2009/2010,0.25,65,60,60,40,50,70,60,70,2
SV Zulte-Waregem_2010/2011,SV Zulte-Waregem,2010/2011,-0.06666666666666667,52,52,52,48,53,46,48,53,4
SV Zulte-Waregem_2011/2012,SV Zulte-Waregem,2011/2012,-0.2,54,51,47,52,50,44,55,53,3
SV Zulte-Waregem_2014/2015,SV Zulte-Waregem,2014/2015,-0.43333333333333335,54,51,47,52,32,44,58,37,3
SV Zulte-Waregem_2015/2016,SV Zulte-Waregem,2015/2016,0.03333333333333333,54,51,47,52,32,44,58,37,3
