team_api_id,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
9930,2010-02-22 00:00:00,60,50,60,65,55,50,55,45
9930,2014-09-19 00:00:00,52,56,54,63,64,47,44,54
9930,2015-09-10 00:00:00,47,54,54,63,64,47,44,54
8485,2010-02-22 00:00:00,70,70,70,70,70,60,70,70
8485,2011-02-22 00:00:00,47,52,53,48,52,47,47,52
8485,2012-02-22 00:00:00,58,62,45,70,55,40,40,60
8485,2013-09-20 00:00:00,62,45,40,50,55,42,42,60
8485,2014-09-19 00:00:00,58,62,56,68,57,41,42,60
8485,2015-09-10 00:00:00,59,53,51,72,63,49,45,63
8576,2010-02-22 00:00:00,60,40,45,35,55,30,70,30
8576,2011-02-22 00:00:00,65,45,65,65,50,45,45,50
8576,2012-02-22 00:00:00,59,52,48,34,52,38,47,53
8576,2013-09-20 00:00:00,59,52,48,34,52,38,47,53
8576,2014-09-19 00:00:00,59,52,48,38,52,38,47,53
8576,2015-09-10 00:00:00,59,52,48,38,52,38,47,53
8564,2010-02-22 00:00:00,45,30,55,45,70,30,35,60
8564,2011-02-22 00:00:00,65,50,50,60,50,50,50,50
8564,2012-02-22 00:00:00,45,50,65,20,50,45,45,50
8564,2013-09-20 00:00:00,48,54,51,53,64,48,49,53
8564,2014-09-19 00:00:00,48,52,66,36,75,58,57,49
8564,2015-09-10 00:00:00,48,52,66,36,69,58,57,49
10215,2010-02-22 00:00:00,30,30,50,60,55,30,30,30
10215,2011-02-22 00:00:00,30,50,50,50,55,30,45,65
10215,2012-02-22 00:00:00,45,44,55,57,60,52,38,61
10215,2013-09-20 00:00:00,45,44,55,57,60,52,38,61
10215,2014-09-19 00:00:00,52,44,55,51,60,39,38,61
10215,2015-09-10 00:00:00,53,44,55,51,60,39,38,61
10217,2010-02-22 00:00:00,30,35,30,50,65,30,30,30
10217,2011-02-22 00:00:00,53,53,48,67,66,46,62,65
10217,2012-02-22 00:00:00,38,44,55,60,44,50,58,62
10217,2013-09-20 00:00:00,38,47,55,55,44,50,58,52
10217,2014-09-19 00:00:00,58,55,55,52,44,57,50,52
10217,2015-09-10 00:00:00,56,66,55,52,38,40,50,52
8593,2010-02-22 00:00:00,30,30,50,60,70,30,30,30
8593,2011-02-22 00:00:00,40,38,67,65,67,65,57,63
8593,2012-02-22 00:00:00,31,33,39,64,46,68,65,60
8593,2013-09-20 00:00:00,35,33,39,52,46,68,65,50
8593,2014-09-19 00:00:00,40,30,51,55,39,64,53,64
8593,2015-09-10 00:00:00,35,39,58,55,30,64,53,59
9865,2010-02-22 00:00:00,65,45,45,45,70,70,65,30
9865,2011-02-22 00:00:00,55,53,57,54,69,58,68,67
9865,2012-02-22 00:00:00,42,70,57,54,40,37,53,45
9865,2013-09-20 00:00:00,46,65,57,54,40,37,53,45
9865,2014-09-19 00:00:00,46,65,57,54,40,37,53,45
9865,2015-09-10 00:00:00,46,65,57,54,40,37,53,45
8635,2010-02-22 00:00:00,50,35,70,50,60,70,50,70
8635,2011-02-22 00:00:00,50,52,70,50,60,70,50,70
8635,2012-02-22 00:00:00,52,41,53,57,47,45,43,52
8635,2013-09-20 00:00:00,52,41,68,67,47,60,43,65
8635,2014-09-19 00:00:00,52,51,60,53,47,60,50,65
8635,2015-09-10 00:00:00,52,51,60,53,47,53,50,61
8121,2010-02-22 00:00:00,45,35,35,50,60,30,55,30
8121,2011-02-22 00:00:00,65,50,50,65,65,45,45,50
8121,2012-02-22 00:00:00,50,50,52,52,48,44,44,51
8121,2013-09-20 00:00:00,50,50,52,52,48,44,44,51
8121,2014-09-19 00:00:00,48,50,40,52,48,44,44,51
8121,2015-09-10 00:00:00,48,50,40,52,48,44,44,51
8322,2010-02-22 00:00:00,30,45,45,35,70,65,70,70
8322,2011-02-22 00:00:00,46,37,33,62,52,47,48,45
108893,2010-02-22 00:00:00,50,65,30,35,30,30,50,35
108893,2011-02-22 00:00:00,50,65,35,35,35,25,45,35
108893,2012-02-22 00:00:00,23,33,49,40,43,44,32,36
108893,2013-09-20 00:00:00,41,48,58,40,43,39,43,58
108893,2014-09-19 00:00:00,39,54,49,40,43,44,53,57
108893,2015-09-10 00:00:00,56,54,55,40,43,48,53,57
9912,2010-02-22 00:00:00,40,65,45,70,50,45,40,50
9912,2011-02-22 00:00:00,46,58,45,33,42,38,48,50
9912,2014-09-19 00:00:00,62,55,56,51,52,36,54,48
158085,2014-09-19 00:00:00,69,39,55,59,46,35,37,37
158085,2015-09-10 00:00:00,65,39,55,59,46,37,39,37
9825,2010-02-22 00:00:00,66,30,30,45,35,30,40,50
9825,2011-02-22 00:00:00,75,40,40,45,65,50,40,45
9825,2012-02-22 00:00:00,25,32,41,34,30,57,57,52
9825,2013-09-20 00:00:00,30,29,41,55,39,64,54,52
9825,2014-09-19 00:00:00,59,26,28,55,64,51,44,52
9825,2015-09-10 00:00:00,59,30,28,44,46,51,44,52
10252,2010-02-22 00:00:00,70,59,65,70,50,30,70,30
10252,2011-02-22 00:00:00,65,50,45,55,50,35,45,65
10252,2012-02-22 00:00:00,67,58,44,60,56,43,50,52
10252,2013-09-20 00:00:00,63,59,52,55,34,39,41,54
10252,2014-09-19 00:00:00,66,72,63,48,56,39,42,52
10252,2015-09-10 00:00:00,63,54,60,48,38,35,44,54
8524,2010-02-22 00:00:00,35,40,35,30,55,30,30,55
8524,2011-02-22 00:00:00,65,50,50,65,55,45,55,65
8524,2012-02-22 00:00:00,40,50,53,47,50,55,42,50
8524,2013-09-20 00:00:00,64,36,38,49,51,54,53,49
8524,2014-09-19 00:00:00,64,37,38,49,51,36,66,49
8524,2015-09-10 00:00:00,64,37,38,49,51,36,63,49
8315,2010-02-22 00:00:00,60,45,35,70,55,30,70,35
8315,2011-02-22 00:00:00,70,69,55,72,57,48,67,55
8315,2012-02-22 00:00:00,42,59,36,78,59,37,60,68
8315,2013-09-20 00:00:00,46,38,52,73,37,37,60,68
8315,2014-09-19 00:00:00,46,38,52,68,37,37,60,65
8315,2015-09-10 00:00:00,46,39,50,60,36,49,57,50
9906,2010-02-22 00:00:00,64,30,65,50,70,70,34,55
9906,2011-02-22 00:00:00,57,54,58,69,79,58,48,54
9906,2012-02-22 00:00:00,47,51,67,63,54,52,37,55
9906,2013-09-20 00:00:00,47,51,70,65,54,52,37,55
9906,2014-09-19 00:00:00,47,51,67,67,54,52,37,55
9906,2015-09-10 00:00:00,57,50,61,62,49,49,42,52
8406,2010-02-22 00:00:00,45,45,35,70,70,45,55,45
8406,2011-02-22 00:00:00,68,40,52,64,72,59,49,42
8406,2012-02-22 00:00:00,55,55,49,57,55,47,58,56
8406,2013-09-20 00:00:00,40,55,49,72,53,33,43,52
8406,2014-09-19 00:00:00,62,69,41,63,56,47,55,52
8406,2015-09-10 00:00:00,59,55,49,62,55,34,50,59
8583,2010-02-22 00:00:00,30,70,35,65,35,30,55,30
8583,2011-02-22 00:00:00,35,65,35,65,50,35,45,65
8583,2012-02-22 00:00:00,64,49,51,63,50,34,45,36
8583,2013-09-20 00:00:00,64,49,51,63,50,34,45,41
8583,2014-09-19 00:00:00,64,49,51,63,50,34,45,36
8583,2015-09-10 00:00:00,64,49,51,63,50,34,45,40
10229,2010-02-22 00:00:00,55,45,40,30,60,30,30,50
10229,2011-02-22 00:00:00,45,31,45,74,66,60,50,65
10229,2012-02-22 00:00:00,46,36,47,48,52,60,65,59
10229,2013-09-20 00:00:00,62,40,67,48,52,50,65,59
10229,2014-09-19 00:00:00,52,46,60,56,52,50,61,55
10229,2015-09-10 00:00:00,50,58,67,56,50,50,61,55
8634,2010-02-22 00:00:00,42,30,65,40,70,70,30,70
8634,2011-02-22 00:00:00,43,34,59,25,68,67,43,68
8634,2012-02-22 00:00:00,24,25,37,24,54,66,63,66
8634,2013-09-20 00:00:00,35,32,37,31,35,61,63,65
8634,2014-09-19 00:00:00,35,32,37,31,35,61,63,65
8634,2015-09-10 00:00:00,36,51,36,49,56,61,65,65
9976,2010-02-22 00:00:00,30,30,30,40,65,40,30,45
9976,2011-02-22 00:00:00,65,35,65,63,65,55,45,60
9976,2012-02-22 00:00:00,50,50,50,35,50,45,45,50
9976,2013-09-20 00:00:00,55,57,54,44,60,49,51,61
9976,2014-09-19 00:00:00,55,57,54,44,56,49,51,53
9976,2015-09-10 00:00:00,52,65,40,55,48,50,51,55
9931,2010-02-22 00:00:00,40,45,50,65,50,60,60,60
9931,2011-02-22 00:00:00,46,40,51,54,49,38,53,55
9931,2012-02-22 00:00:00,61,46,66,66,54,47,58,53
9931,2013-09-20 00:00:00,61,46,66,66,54,47,58,53
9931,2014-09-19 00:00:00,61,46,66,66,54,47,58,53
9931,2015-09-10 00:00:00,61,46,66,66,54,47,58,53
8178,2010-02-22 00:00:00,70,30,70,70,70,70,60,70
8178,2011-02-22 00:00:00,67,38,51,47,55,57,39,51
8178,2012-02-22 00:00:00,58,55,52,55,56,50,42,47
8178,2013-09-20 00:00:00,64,55,52,54,37,58,38,47
8178,2014-09-19 00:00:00,69,55,52,55,39,50,46,54
8178,2015-09-10 00:00:00,73,55,77,54,61,61,72,50
9823,2010-02-22 00:00:00,65,40,65,70,70,70,40,65
9823,2011-02-22 00:00:00,42,40,34,30,72,39,52,65
9823,2012-02-22 00:00:00,47,40,34,31,55,49,35,50
9823,2013-09-20 00:00:00,56,41,40,44,39,52,54,52
9823,2014-09-19 00:00:00,37,22,21,38,40,61,59,40
9823,2015-09-10 00:00:00,45,28,37,31,22,72,53,59
9993,2010-02-22 00:00:00,35,35,45,40,50,70,70,70
9993,2011-02-22 00:00:00,47,37,54,64,67,33,34,48
9993,2012-02-22 00:00:00,55,55,47,46,49,45,46,50
9993,2013-09-20 00:00:00,47,39,38,64,49,45,46,67
10211,2011-02-22 00:00:00,48,46,50,50,57,47,55,53
10211,2012-02-22 00:00:00,39,48,53,53,59,37,52,61
10211,2013-09-20 00:00:00,39,48,53,53,59,37,52,61
9807,2010-02-22 00:00:00,30,30,55,45,60,30,30,30
9807,2014-09-19 00:00:00,52,52,40,37,48,38,48,49
9807,2015-09-10 00:00:00,51,52,43,37,48,38,48,49
6493,2010-02-22 00:00:00,40,50,55,65,55,45,50,55
6493,2011-02-22 00:00:00,47,54,55,38,55,32,50,56
9772,2010-02-22 00:00:00,30,30,50,55,65,30,30,30
9772,2011-02-22 00:00:00,65,35,65,55,51,55,56,60
9772,2012-02-22 00:00:00,55,48,69,56,54,61,51,57
9772,2013-09-20 00:00:00,65,54,69,56,54,60,58,57
9772,2014-09-19 00:00:00,70,53,65,66,54,60,57,54
9772,2015-09-10 00:00:00,69,53,65,66,54,60,57,54
8658,2010-02-22 00:00:00,70,70,70,70,70,70,70,70
8658,2011-02-22 00:00:00,45,60,35,50,40,30,60,45
8658,2012-02-22 00:00:00,51,55,41,62,56,42,48,54
8658,2013-09-20 00:00:00,56,57,45,71,41,42,44,54
8658,2014-09-19 00:00:00,56,79,77,71,56,42,48,54
8658,2015-09-10 00:00:00,56,75,77,62,64,42,47,54
8655,2010-02-22 00:00:00,55,70,60,70,55,45,70,45
8655,2011-02-22 00:00:00,55,65,50,50,35,45,60,55
8655,2012-02-22 00:00:00,57,57,55,45,40,42,50,38
8655,2013-09-20 00:00:00,44,64,55,52,40,42,50,38
8655,2014-09-19 00:00:00,44,62,63,61,40,50,50,47
8655,2015-09-10 00:00:00,60,65,59,58,42,50,50,57
8483,2010-02-22 00:00:00,70,70,70,70,65,70,70,70
8483,2011-02-22 00:00:00,70,30,65,30,65,45,50,45
8483,2012-02-22 00:00:00,45,52,60,58,58,49,52,54
8483,2013-09-20 00:00:00,45,52,60,58,58,49,52,54
8483,2014-09-19 00:00:00,67,72,70,48,58,39,38,54
8483,2015-09-10 00:00:00,62,64,59,43,64,39,38,54
8613,2015-09-10 00:00:00,47,50,37,38,53,32,62,54
9911,2010-02-22 00:00:00,50,65,55,45,50,40,60,40
9911,2011-02-22 00:00:00,55,56,55,49,52,48,60,56
9911,2012-02-22 00:00:00,40,48,51,54,37,34,53,49
9911,2013-09-20 00:00:00,40,48,51,54,37,40,53,41
9911,2014-09-19 00:00:00,38,48,51,54,36,34,53,49
9911,2015-09-10 00:00:00,69,57,66,40,66,58,47,67
9857,2010-02-22 00:00:00,65,55,30,70,65,55,30,50
9857,2011-02-22 00:00:00,65,35,35,35,50,30,50,50
9857,2012-02-22 00:00:00,40,50,35,35,50,35,45,50
9857,2013-09-20 00:00:00,63,48,49,63,63,43,43,48
9857,2014-09-19 00:00:00,63,48,32,48,52,28,54,48
9857,2015-09-10 00:00:00,63,48,32,48,52,30,54,48
8559,2010-02-22 00:00:00,55,70,70,70,45,35,70,35
8559,2011-02-22 00:00:00,45,70,55,70,50,40,55,50
8559,2012-02-22 00:00:00,57,56,45,54,54,48,48,58
8559,2013-09-20 00:00:00,57,53,42,38,54,39,48,58
8559,2014-09-19 00:00:00,57,73,72,43,56,39,48,58
8559,2015-09-10 00:00:00,57,61,72,60,38,39,48,58
9827,2010-02-22 00:00:00,70,35,70,50,70,55,70,70
9827,2011-02-22 00:00:00,50,35,50,65,65,55,45,65
9827,2012-02-22 00:00:00,49,37,49,64,51,44,46,49
9827,2013-09-20 00:00:00,49,37,49,64,51,44,46,49
9827,2014-09-19 00:00:00,38,36,49,55,51,37,33,49
9827,2015-09-10 00:00:00,51,48,49,63,44,57,52,49
9789,2010-02-22 00:00:00,70,45,70,34,66,54,70,53
9789,2011-02-22 00:00:00,73,43,60,53,64,59,67,46
9789,2012-02-22 00:00:00,71,45,67,44,70,58,69,46
9789,2013-09-20 00:00:00,74,45,70,48,76,60,70,48
9789,2014-09-19 00:00:00,76,61,53,44,73,60,68,43
9789,2015-09-10 00:00:00,71,40,70,44,49,65,71,40
9788,2010-02-22 00:00:00,65,45,50,70,65,55,40,65
9788,2011-02-22 00:00:00,63,46,60,51,61,49,58,49
9788,2012-02-22 00:00:00,57,64,54,48,55,33,43,38
9788,2013-09-20 00:00:00,76,40,66,48,30,33,53,41
9788,2014-09-19 00:00:00,31,32,38,26,49,43,50,41
9788,2015-09-10 00:00:00,31,32,38,26,49,41,48,39
4170,2010-02-22 00:00:00,45,30,35,55,60,70,60,70
4170,2011-02-22 00:00:00,50,35,35,65,65,35,55,65
4170,2012-02-22 00:00:00,49,37,47,57,50,45,44,66
8678,2010-02-22 00:00:00,70,70,70,70,60,70,70,70
8678,2011-02-22 00:00:00,51,66,68,33,47,27,46,48
8678,2012-02-22 00:00:00,46,46,54,60,52,48,50,62
8678,2013-09-20 00:00:00,39,38,54,43,52,48,50,62
8678,2014-09-19 00:00:00,47,48,46,48,41,48,50,62
8678,2015-09-10 00:00:00,47,47,49,45,47,48,50,62
10264,2010-02-22 00:00:00,30,30,55,50,60,30,30,30
10264,2011-02-22 00:00:00,30,30,55,50,60,40,60,50
10264,2012-02-22 00:00:00,53,46,53,53,52,23,48,39
10264,2013-09-20 00:00:00,66,54,53,53,52,25,56,39
10264,2014-09-19 00:00:00,53,55,53,65,39,25,56,39
10264,2015-09-10 00:00:00,55,55,62,65,39,25,56,39
9858,2010-02-22 00:00:00,30,30,35,50,70,45,30,55
9858,2011-02-22 00:00:00,30,50,50,65,65,45,45,55
9858,2012-02-22 00:00:00,35,35,35,20,65,35,45,50
9858,2013-09-20 00:00:00,42,43,45,25,75,41,52,62
9858,2014-09-19 00:00:00,42,27,54,25,75,41,52,57
9858,2015-09-10 00:00:00,42,43,41,48,69,41,52,57
8521,2010-02-22 00:00:00,50,40,30,40,60,70,70,70
8521,2011-02-22 00:00:00,65,35,50,65,50,55,45,65
8521,2012-02-22 00:00:00,64,62,49,53,66,44,34,51
8521,2013-09-20 00:00:00,59,54,49,53,66,44,34,51
8521,2014-09-19 00:00:00,59,54,49,53,66,44,34,51
8521,2015-09-10 00:00:00,59,54,49,53,66,44,34,51
8191,2010-02-22 00:00:00,70,65,70,70,70,65,70,70
8191,2011-02-22 00:00:00,36,52,49,68,55,24,56,66
8191,2012-02-22 00:00:00,48,44,56,58,48,52,50,58
8191,2013-09-20 00:00:00,54,55,56,59,48,48,50,58
8191,2014-09-19 00:00:00,48,74,72,59,58,54,57,58
8191,2015-09-10 00:00:00,54,67,72,57,47,63,62,58
7819,2010-02-22 00:00:00,65,30,50,65,40,70,65,70
7819,2011-02-22 00:00:00,65,35,35,65,65,55,45,65
7819,2012-02-22 00:00:00,48,52,48,54,53,47,45,51
7819,2013-09-20 00:00:00,48,52,48,54,53,47,45,51
7819,2014-09-19 00:00:00,62,45,48,54,53,43,42,51
7819,2015-09-10 00:00:00,62,45,48,54,53,43,42,51
8529,2010-02-22 00:00:00,40,30,30,35,55,40,55,60
8529,2011-02-22 00:00:00,65,50,50,65,50,45,45,51
8529,2012-02-22 00:00:00,40,50,65,50,50,45,45,50
8529,2013-09-20 00:00:00,63,36,66,51,51,46,56,51
8529,2014-09-19 00:00:00,63,53,33,51,68,37,56,51
8529,2015-09-10 00:00:00,67,35,69,58,69,65,65,57
7788,2014-09-19 00:00:00,45,42,46,56,57,42,49,47
7788,2015-09-10 00:00:00,43,57,46,50,38,42,49,47
8344,2010-02-22 00:00:00,65,70,70,70,70,70,70,70
8344,2011-02-22 00:00:00,67,49,67,67,48,46,47,53
8344,2012-02-22 00:00:00,60,64,54,46,54,47,43,56
8344,2013-09-20 00:00:00,60,69,54,59,62,47,43,56
8344,2014-09-19 00:00:00,60,54,52,46,41,33,41,39
8344,2015-09-10 00:00:00,60,67,52,56,46,33,41,39
208931,2014-09-19 00:00:00,32,31,47,36,54,46,44,51
208931,2015-09-10 00:00:00,80,65,70,40,50,25,55,35
8530,2010-02-22 00:00:00,35,30,30,30,60,35,55,50
8530,2011-02-22 00:00:00,65,35,50,65,63,35,55,50
8530,2012-02-22 00:00:00,40,50,50,50,50,25,50,35
8530,2013-09-20 00:00:00,67,37,67,52,52,37,57,52
8530,2014-09-19 00:00:00,75,48,53,52,36,28,67,52
8530,2015-09-10 00:00:00,70,48,53,52,36,31,64,52
9910,2010-02-22 00:00:00,35,30,45,45,70,35,30,50
9910,2011-02-22 00:00:00,43,44,53,45,60,40,41,47
9910,2012-02-22 00:00:00,53,62,59,68,52,42,52,68
9910,2013-09-20 00:00:00,53,62,59,68,52,42,52,68
9910,2014-09-19 00:00:00,53,62,59,68,52,42,52,65
9910,2015-09-10 00:00:00,55,38,41,48,50,55,55,59
9925,2010-02-22 00:00:00,70,70,65,70,70,60,70,70
9925,2011-02-22 00:00:00,54,52,52,67,51,46,46,67
9925,2012-02-22 00:00:00,70,58,54,58,60,50,50,60
9925,2013-09-20 00:00:00,50,53,57,58,60,55,51,60
9925,2014-09-19 00:00:00,70,58,55,61,62,51,54,60
9925,2015-09-10 00:00:00,54,53,51,51,62,58,55,56
9984,2010-02-22 00:00:00,45,35,70,45,55,65,60,70
9984,2011-02-22 00:00:00,50,50,70,65,65,60,50,70
9984,2012-02-22 00:00:00,68,54,55,68,42,59,47,62
9984,2013-09-20 00:00:00,53,40,55,68,42,59,47,62
9984,2014-09-19 00:00:00,53,43,52,58,42,59,47,62
9984,2015-09-10 00:00:00,53,43,52,58,42,59,47,62
9880,2010-02-22 00:00:00,30,30,35,45,65,50,30,50
9880,2011-02-22 00:00:00,50,50,35,35,50,35,55,50
9880,2012-02-22 00:00:00,60,40,50,35,65,35,45,50
9880,2013-09-20 00:00:00,73,44,53,44,73,39,49,57
9880,2014-09-19 00:00:00,73,41,53,44,73,39,49,57
9880,2015-09-10 00:00:00,66,41,53,44,66,39,49,57
8455,2010-02-22 00:00:00,70,60,56,70,70,30,60,35
8455,2011-02-22 00:00:00,60,50,60,60,80,35,55,50
8455,2012-02-22 00:00:00,60,45,55,45,45,60,62,46
8455,2013-09-20 00:00:00,46,41,46,61,63,42,43,46
8455,2014-09-19 00:00:00,67,38,41,61,68,39,41,46
8455,2015-09-10 00:00:00,67,36,41,34,44,39,41,46
8533,2010-02-22 00:00:00,45,30,35,45,65,30,70,65
8533,2011-02-22 00:00:00,45,50,49,45,35,36,70,51
8533,2012-02-22 00:00:00,60,65,50,50,65,25,45,50
8533,2013-09-20 00:00:00,66,67,52,51,66,26,59,51
8533,2014-09-19 00:00:00,66,67,52,66,52,46,59,51
8533,2015-09-10 00:00:00,66,67,52,66,52,46,59,51
8342,2010-02-22 00:00:00,35,40,45,50,45,60,70,70
8342,2011-02-22 00:00:00,67,47,68,49,53,57,44,47
8342,2012-02-22 00:00:00,64,54,48,61,47,60,50,52
8342,2013-09-20 00:00:00,45,48,48,61,47,43,59,45
8342,2014-09-19 00:00:00,42,45,42,57,47,51,50,57
8342,2015-09-10 00:00:00,42,45,42,57,47,51,50,57
7869,2010-02-22 00:00:00,30,30,35,45,60,35,30,40
7869,2011-02-22 00:00:00,39,41,40,42,46,40,38,44
7869,2012-02-22 00:00:00,40,53,40,71,48,36,41,52
7869,2013-09-20 00:00:00,40,53,40,71,48,36,41,52
7869,2014-09-19 00:00:00,40,53,40,66,48,36,41,52
7869,2015-09-10 00:00:00,53,48,55,59,57,38,39,52
2186,2010-02-22 00:00:00,30,45,40,35,65,70,70,65
2186,2011-02-22 00:00:00,46,51,48,48,52,48,33,63
2186,2012-02-22 00:00:00,57,59,57,33,78,59,51,53
2186,2014-09-19 00:00:00,37,38,66,66,33,59,34,64
2186,2015-09-10 00:00:00,37,38,66,66,33,59,34,64
9826,2010-02-22 00:00:00,70,70,70,70,65,65,60,60
9826,2011-02-22 00:00:00,53,54,69,48,52,48,43,33
9826,2012-02-22 00:00:00,43,46,69,66,47,44,27,53
9826,2013-09-20 00:00:00,52,47,69,66,47,36,33,53
9826,2014-09-19 00:00:00,61,68,67,62,52,36,34,48
9826,2015-09-10 00:00:00,61,67,67,69,50,36,34,41
8262,2015-09-10 00:00:00,59,77,52,77,45,32,56,41
8526,2011-02-22 00:00:00,30,40,43,45,65,42,45,50
8526,2012-02-22 00:00:00,37,41,47,40,63,52,43,41
9783,2010-02-22 00:00:00,30,30,30,45,65,35,35,45
9783,2011-02-22 00:00:00,56,42,57,69,61,38,44,69
9783,2012-02-22 00:00:00,56,46,38,52,68,45,50,59
9783,2013-09-20 00:00:00,56,46,38,52,68,45,50,59
9783,2014-09-19 00:00:00,56,46,38,52,68,45,50,59
9783,2015-09-10 00:00:00,53,47,38,52,55,45,50,59
9836,2010-02-22 00:00:00,55,40,40,40,55,30,60,30
9836,2011-02-22 00:00:00,65,50,50,65,50,35,45,50
9836,2012-02-22 00:00:00,51,49,49,52,52,45,46,58
9836,2013-09-20 00:00:00,51,49,49,52,52,45,46,58
9836,2014-09-19 00:00:00,51,49,49,52,52,45,46,58
9836,2015-09-10 00:00:00,51,49,49,52,52,45,46,58
8284,2013-09-20 00:00:00,50,49,38,60,53,48,47,59
8284,2015-09-10 00:00:00,47,48,32,61,65,50,44,52
9938,2010-02-22 00:00:00,70,70,65,70,70,60,70,70
9938,2011-02-22 00:00:00,68,53,67,53,67,57,57,63
9938,2012-02-22 00:00:00,60,60,50,50,35,40,38,52
9938,2013-09-20 00:00:00,53,52,55,53,42,41,41,52
